modelo,preco,quilometragem,ano,infomacoes
Parati,23.000,100.000 Km,2009,Volkswagen Parati 1.8 Total Flex 5p
Parati,19.900,165.000 Km,2003,Volkswagen Parati 1.8 Tour 5p
Parati,10.000,157.000 Km,1991,Volkswagen Parati Cl 1.8
Parati,16.990,111.111 Km,1994,Volkswagen Parati Gl 1.8
Parati,22.900,1 Km,2010,Volkswagen Parati 1.6 Mi 8v G.iv - Aceito Troca
Parati,24.800,175 Km,2007,Volkswagen Parati Parati Track E Field 1.8mi 4p
Parati,23.000,1.500 Km,2001,Volkswagen Parati 1.0 Turbo 5p
Parati,22.900,200.000 Km,2009,Volkswagen Parati 1.8 Total Flex 5p
Parati,16.000,52.000 Km,1994,Volkswagen Parati Parati 1994 1.8 Ap
Parati,13.000,154.000 Km,2000,Volkswagen Parati 1.0 16v 5p
Parati,16.500,251.400 Km,2005,Volkswagen Parati 1.6 8v
Parati,25.900,171.888 Km,1996,Volkswagen Parati Gli 1.8 Completa
Parati,16.900,89.000 Km,2006,Chevrolet Corsa Classic Palio Wekend Adventure 1.8 Flex
Parati,45.000,183.400 Km,1993,Volkswagen Parati 1.8 Cl 8v
Parati,19.990,150.000 Km,2008,Volkswagen Parati 1.8 Plus Total Flex 5p
Parati,22.990,130.000 Km,2007,Volkswagen Parati 1.6 Mi Track & Field 8v Flex 4p Manual G.iv
Parati,24.900,90.000 Km,2006,Volkswagen Parati Parati Confortline 1.8
Parati,23.900,225.000 Km,2012,Volkswagen Parati 1.6 Trend Total Flex 5p
Parati,14.900,132.000 Km,2000,Volkswagen Parati Parati 1.0 16v
Parati,19.900,77.600 Km,1992,Volkswagen Parati Parati Cl 1.8
Parati,18.900,222.872 Km,2004,Volkswagen Parati Parati 1.6
Parati,15.900,112.000 Km,2001,Volkswagen Parati 1.8 Mi Plus Gasolina 4p Manual
Parati,14.990,1 Km,1998,Volkswagen Parati Parati 1.8 Mi Club 8v Gasolina 2p Manual
Parati,26.890,0 Km,1989,Volkswagen Parati Parati Cl 1.6
Parati,22.900,66.997 Km,1992,Volkswagen Parati Parati Cl
Parati,26.500,99.999 Km,2013,Volkswagen Parati Parati 1.6
Parati,9.800,160.000 Km,1992,Volkswagen Parati Parati 1.8 Cl 8v Gasolina 2p Manual
Parati,24.900,122.000 Km,2006,Volkswagen Parati Parati 1.6 8v Flex 4p Manual
Parati,27.000,93.000 Km,1989,Volkswagen Parati 1.8 Cl 8v
Parati,11.990,250.000 Km,1999,Volkswagen Parati 1.0 Mi 16v Gasolina 4p Manual
Parati,25.990,35.000 Km,1996,Volkswagen Parati Volkswagen Parati 1.6 Cl
Parati,24.990,60.000 Km,2012,Volkswagen Parati 1.6 Total Flex 5p
Parati,15.990,150.000 Km,2003,Volkswagen Parati 1.6 4p
Parati,28.900,144.000 Km,2013,Volkswagen Parati Parati 1.6 G4 (flex)
Parati,35.000,109.000 Km,2000,Volkswagen Parati 2.0 16v Gti 5p
Parati,8.900,1 Km,1999,Volkswagen Parati Parati 1.6 Mi Cl 8v Gasolina 4p Manual
Parati,12.742,0 Km,1995,Volkswagen Parati 1.6 Cl 8v Gasolina 2p Manual
Parati,24.900,108.000 Km,2011,Volkswagen Parati 1.6
Parati,59.900,200.000 Km,1993,Volkswagen Parati Gls 1.8
Parati,13.900,89.000 Km,1994,Volkswagen Parati Cl Ap Álcool
Parati,27.900,160.000 Km,1996,Volkswagen Parati 1993
Parati,21.900,194.471 Km,2006,Volkswagen Parati Mi 1.8
Parati,17.900,140.000 Km,1996,Volkswagen Parati Cl 1994
Parati,18.990,168.000 Km,1989,Volkswagen Parati Volkswagen Parati Cl 1.6
Parati,35.000,41.478 Km,1991,Volkswagen Parati 1.6
Parati,31.900,138.500 Km,2013,Volkswagen Parati 1.6 Mi Total Flex
Parati,14.900,46.300 Km,1992,Volkswagen Parati Cl 1.8 Ap
Parati,11.500,20.000 Km,2001,Volkswagen Parati Summer
Parati,19.900,185.500 Km,2009,Volkswagen Parati 1.6 Trackfilder
Parati,22.900,109.000 Km,2009,Volkswagen Parati 1.6 Plus Total Flex 5p
Passat,54.900,60.000 Km,2011,Volkswagen Passat Cc Passat Cc 3.6 V6 Fsi Dsg 4motion
Passat,129.900,24.624 Km,2018,Volkswagen Passat Passat Highline 2.0 Tsi Dsg
Passat,51.890,109.605 Km,2012,Volkswagen Passat Passat Tb 2.0 Fsi/tsi 211cv Tiptronic 4p
Passat,60.000,100.000 Km,2012,Volkswagen Passat Variant 2.0 Tsi 5p
Passat,39.900,95.000 Km,2010,Volkswagen Passat 2.0 Tfsi Comfortline 4p
Passat,114.999,45.000 Km,2017,Volkswagen Passat 2.0 Tsi Highline 4p
Passat,59.900,58.000 Km,2013,Volkswagen Passat 2.0 Tsi 16v Gasolina 4p Automatizado
Passat,67.900,82.889 Km,2014,Volkswagen Passat Passat 2.0 Tsi
Passat,39.900,119.000 Km,2008,Volkswagen Passat 3.2 Fsi V6 24v
Passat,50.000,150.000 Km,2000,Volkswagen Passat 1.8 Turbo 4p
Passat,12.990,138.000 Km,1999,Volkswagen Passat 1.8 Turbo 4p
Passat,38.899,109.000 Km,2010,Volkswagen Passat 2.0 Fsi Comfortline 16v Turbo Gasolina 4p Tiptronic
Passat,129.990,33.403 Km,2018,Volkswagen Passat 2.0 16v Tsi Bluemotion Gasolina Highline 4p Dsg
Passat,69.990,94.500 Km,2014,Volkswagen Passat Variant 2.0 Tsi 5p
Passat,53.800,119.000 Km,2012,Volkswagen Passat 2.0 Tsi 16v Gasolina 4p Automatizado
Passat,155.000,44.556 Km,2017,Volkswagen Passat Passat Highline 2.0 Tsi Dsg
Passat,37.900,157.000 Km,2010,Volkswagen Passat Passat 2.0 Fsi Comfortline 16v Turbo Gasolina 4p Tiptronic
Passat,34.900,93.000 Km,2008,Volkswagen Passat Variant 3.2 Fsi 4x4 V6 24v Gasolina 4p Automático
Passat,15.900,0 Km,2000,Volkswagen Passat 1.8 20v Gasolina 4p Automático
Passat,64.900,105.144 Km,2014,Volkswagen Passat Variant 2.0 Tsi 16v 211cv Gasolina 4p Automático
Passat,66.615,72.000 Km,2014,Volkswagen Passat 2.0 Tsi 16v Gasolina 4p Automatizado
Passat,187.800,12.259 Km,2018,Volkswagen Passat 2.0 16v Tsi Bluemotion Gasolina Highline 4p Dsg
Passat,87.115,65.852 Km,2014,Volkswagen Passat 3.6 Fsi Cc V6 24v Gasolina 4p Tiptronic
Passat,99.890,49.000 Km,2014,Volkswagen Passat 3.6 Fsi Cc V6 24v Gasolina 4p Tiptronic
Passat,28.890,130.000 Km,2006,Volkswagen Passat Variant 2.0 Fsi Comfortline 5p
Passat,179.900,30.000 Km,2018,Volkswagen Passat Passat Highline 2.0 Tsi Dsg
Passat,58.899,103.000 Km,2011,Volkswagen Cc Passat 3.6 Cc
Passat,130.300,119.995 Km,2018,Volkswagen Passat Highline 2.0 Tsi Dsg
Passat,89.900,111.394 Km,2013,Volkswagen Cc 3.6 V6 Fsi 4motion 4p
Passat,68.990,83.000 Km,2011,Volkswagen Passat 3.6 Fsi Cc V6 24v
Passat,66.990,83.000 Km,2011,Volkswagen Passat 3.6 Fsi Cc V6 24v
Passat,67.690,114.200 Km,2014,Volkswagen Passat Variant Tsi 16v 211cv
Passat,75.990,74.000 Km,2015,Volkswagen Passat Variant Tsi 16v 211cv
Passat,39.000,89.000 Km,2007,Volkswagen Passat 2.0 Fsi Comfortline 4p
Passat,165.890,5.400 Km,2019,Volkswagen Passat 2.0 Highline
Passat,147.990,89.000 Km,2018,Volkswagen Passat 2.0 16v Tsi Bluemotion Gasolina Highline 4p Dsg
Passat,89.890,73.000 Km,2013,Volkswagen Passat Cc 3.6 F
Passat,99.900,87.000 Km,2014,Volkswagen Passat 3.6 Cc R-line 24v Gasolina 4p Tiptronic
Passat,79.890,68.000 Km,2014,Volkswagen Passat Variant 2.0 Tsi 16v 211cv Gasolina 4p Automático
Passat,77.900,95.000 Km,2014,Volkswagen Passat Variant 2.0 Tsi Premium
Passat,27.900,136.766 Km,2006,Volkswagen Passat Passat Comfortline 2.0 Fsi
Passat,45.990,114.000 Km,2011,Volkswagen Passat 2.0 Tsi 4p
Passat,69.900,83.000 Km,2013,Volkswagen Passat Variant 2.0 Tsi 16v 211cv
Passat,10.000,200.000 Km,1999,Volkswagen Passat Variant 1.8 T 5p
Passat,10.900,147.319 Km,1999,Volkswagen Passat 1.8 4p
Passat,33.500,132.000 Km,2009,Volkswagen Passat Variant 2.0 Tfsi Comfortline 5p
Passat,16.000,101.110 Km,1999,Volkswagen Passat Variant Imp Passat Variant L
Passat,104.900,27.000 Km,2016,Volkswagen Passat 2.0 16v Tsi Bluemotion Gasolina Comfortline 4p Dsg
Passat,132.900,64.766 Km,2018,Volkswagen Passat Passat Highline 2.0 Tsi Aut.
Passat,56.777,109.461 Km,1999,Volkswagen Passat 1.8 Turbo 4p
Passat,67.690,114.200 Km,2014,Volkswagen Passat Variant Tsi 16v 211cv
Passat,75.990,74.000 Km,2015,Volkswagen Passat Variant Tsi 16v 211cv
Passat,39.000,89.000 Km,2007,Volkswagen Passat 2.0 Fsi Comfortline 4p
Passat,165.890,5.400 Km,2019,Volkswagen Passat 2.0 Highline
Passat,147.990,89.000 Km,2018,Volkswagen Passat 2.0 16v Tsi Bluemotion Gasolina Highline 4p Dsg
Passat,89.890,73.000 Km,2013,Volkswagen Passat Cc 3.6 F
Passat,99.900,87.000 Km,2014,Volkswagen Passat 3.6 Cc R-line 24v Gasolina 4p Tiptronic
Passat,61.999,97.000 Km,2013,Volkswagen Passat 2.0 Tsi 4p
Passat,79.990,179.000 Km,2014,Volkswagen Passat Variant Rline 2.0t
Passat,79.890,68.000 Km,2014,Volkswagen Passat Variant 2.0 Tsi 16v 211cv Gasolina 4p Automático
Passat,77.900,95.000 Km,2014,Volkswagen Passat Variant 2.0 Tsi Premium
Passat,41.000,17.500 Km,2012,Volkswagen Passat Variant 2.0 Tsi 5p
Passat,40.000,17.500 Km,2012,Volkswagen Passat Variant 2.0 Tsi 5p
Passat,27.900,136.766 Km,2006,Volkswagen Passat Passat Comfortline 2.0 Fsi
Passat,45.990,114.000 Km,2011,Volkswagen Passat 2.0 Tsi 4p
Passat,74.990,100.000 Km,2014,Volkswagen Passat 2.0 Tsi 4p
Passat,69.900,83.000 Km,2013,Volkswagen Passat Variant 2.0 Tsi 16v 211cv
Passat,49.900,84.861 Km,2012,Volkswagen Passat Variant 2.0 Tsi 5p
Passat,31.990,119.900 Km,2008,Volkswagen Passat 3.2 V6 Fsi 4 Motion 4p
Passat,10.000,200.000 Km,1999,Volkswagen Passat Variant 1.8 T 5p
Passat,68.900,104.300 Km,2014,Volkswagen Passat Passat 2.0 Tsi
Passat,58.900,75.000 Km,2012,Volkswagen Passat Variant 2.0 Tsi 5p
Passat,10.900,147.319 Km,1999,Volkswagen Passat 1.8 4p
Passat,69.900,76.000 Km,2014,Volkswagen Passat Variant 2.0 Tsi 5p
Passat,57.990,98.000 Km,2013,Volkswagen Passat 2.0 Tsi 4p
Passat,33.500,132.000 Km,2009,Volkswagen Passat Variant 2.0 Tfsi Comfortline 5p
Passat,16.000,101.110 Km,1999,Volkswagen Passat Variant Imp Passat Variant L
Passat,77.990,76.000 Km,2014,Volkswagen Passat Variant Passat Variant 2.0 Tsi 16v 211cv Aut.
Passat,129.900,95.000 Km,2018,Volkswagen Passat Passat Highline 2.0 Tsi Aut.
Passat,104.900,27.000 Km,2016,Volkswagen Passat 2.0 16v Tsi Bluemotion Gasolina Comfortline 4p Dsg
Passat,69.900,80.000 Km,2013,Volkswagen Passat Variant 2.0 Tsi 16v 211cv Gasolina 4p Automático
Passat,68.900,94.258 Km,2014,Volkswagen Passat Variant Passat Variant 2.0 Tsi Dsg
Passat,31.000,45.000 Km,1999,Volkswagen Passat 1.8 Turbo 4p
Passat,70.500,158.000 Km,2014,Volkswagen Passat Variant 2.0 Tsi 5p
Passat,61.800,86.000 Km,2013,Volkswagen Passat 2.0 Tsi 4p
Passat,25.800,190.000 Km,2005,Volkswagen Passat 2.8 V6 30v Gasolina 4p Automático
Passat,63.900,87.679 Km,2013,Volkswagen Passat Passat Tb 2.0 Fsi/tsi 211cv Tiptronic 4p
Passat,140.000,49.000 Km,2017,Volkswagen Passat 2.0 16v Tsi Bluemotion Highline
Passat,38.900,157.000 Km,2010,Volkswagen Passat Passat 2.0 Fsi Comfortline 16v Turbo Gasolina 4p Tiptronic
Passat,69.000,89.000 Km,2014,Volkswagen Passat Variant 2.0 T
Passat,65.999,70.258 Km,2013,Volkswagen Passat 2.0 Tsi 4p
Passat,29.000,110.000 Km,2009,Volkswagen Passat Variant 2.0 Tfsi Comfortline 5p
Passat,88.900,88.000 Km,2015,Volkswagen Passat 2.0 Tsi Cc 16v Turbo Gasolina 4p Automatizado
Passat,139.990,25.000 Km,2018,Volkswagen Passat Passat Highline 2.0 Tsi Aut.
Passat,59.800,114.384 Km,2012,Volkswagen Passat Variant 2.0 Tsi 5p
Passat,119.900,87.200 Km,2017,Volkswagen Passat Highline 2.0 Tsi Dsg
Polo,15.990,150.000 Km,2003,Volkswagen Polo Sedan 1.6 4p
Polo,34.990,82.300 Km,2013,Volkswagen Polo Sedan 1.6 Vht Total Flex I-motion 4p
Polo,67.990,42.000 Km,2019,Volkswagen Polo Polo Comfort. 200 Tsi 1.0 Flex 12v Aut.
Polo,55.990,34.000 Km,2019,Volkswagen Polo 1.6 16v Msi 5p
Polo,25.990,125.364 Km,2010,Volkswagen Polo Sedan 1.6 Vht Total Flex I-motion 4p
Polo,66.900,65.000 Km,2018,Volkswagen Polo 1.0 Tsi Highline 200 Aut. 5p
Polo,22.900,148.096 Km,2007,Volkswagen Polo Polo Hatch. 1.6 8v (flex)
Polo,38.900,43.000 Km,2014,Volkswagen Polo Polo Hatch 1.6 Vht Total Flex
Polo,36.900,99.000 Km,2013,Volkswagen Polo 1.6 Vht Sportline Total Flex 5p
Polo,20.900,161.000 Km,2006,Volkswagen Polo 1.6 Mi 8v Total
Polo,72.900,35.000 Km,2019,Volkswagen Polo 1.0 200 Tsi Highline Automático
Polo,58.990,16.600 Km,2018,Volkswagen Polo 1.6 16v Msi 5p
Polo,29.500,110.000 Km,2012,Volkswagen Polo 1.6 Vht Sportline Total Flex I-motion 5p
Polo,49.900,45.600 Km,2018,Volkswagen Polo 1.0 Mpi Total Flex Manual
Polo,35.790,96.128 Km,2013,Volkswagen Polo 1.6 Vht Total Flex 5p
Polo,33.900,78.000 Km,2014,Volkswagen Polo 1.6 Vht Sportline Total Flex I-motion 5p
Polo,36.890,89.000 Km,2012,Volkswagen Polo 1.6 Mi Sportline 8v Flex 4p Automatizado
Polo,69.870,32.000 Km,2020,Volkswagen Polo 1.0 Tsi Comfortline 200 Aut. 5p
Polo,62.990,19.000 Km,2020,Volkswagen Polo 1.6 16v Msi 5p
Polo,79.990,0 Km,2021,Volkswagen Polo 1.0 200 Tsi Comfortline
Polo,91.990,0 Km,2021,Volkswagen Polo 1.0 200 Tsi Highline
Polo,61.990,35.250 Km,2020,Volkswagen Polo Polo Mf
Polo,72.300,0 Km,2021,Volkswagen Polo Polo 1.0 Mpi Total Flex Manual
Polo,85.900,12.000 Km,2020,Volkswagen Polo 1.0 200 Tsi Highline
Polo,68.900,43.000 Km,2019,Volkswagen Polo Polo Cl Ad
Polo,19.990,69.000 Km,2003,Volkswagen Polo 1.6 5p
Polo,65.990,0 Km,2021,Volkswagen Polo 1.6 Msi Total
Polo,77.900,6.165 Km,2020,Volkswagen Polo Polo Sense 200 Tsi 1.0 Flex 12v Aut
Polo,3.990,0 Km,1999,Volkswagen Polo 1.8 Mi Classic Sedan 8v Gasolina 4p Manual
Polo,24.900,124.000 Km,2007,Volkswagen Polo 1.6 Sportline Total Flex 5p
Polo,38.990,81.113 Km,2014,Volkswagen Polo 1.6 Mi 8v
Polo,68.900,11.400 Km,2020,Volkswagen Polo Msi 1.6 16v Flex
Polo,17.500,175 Km,2004,Volkswagen Polo Sedan Comfortline 1.6 Mi 8v
Polo,25.990,115.000 Km,2010,Volkswagen Polo 1.6 Vht Total Flex 5p
Polo,27.500,78.000 Km,2009,Volkswagen Polo Sedan 1.6 Vht Total Flex 4p
Polo,64.900,41.500 Km,2018,Volkswagen Polo 1.0 Tsi Comfortline 200 Aut. 5p
Polo,39.900,54.000 Km,2014,Volkswagen Polo Sedan 1.6 Vht Total Flex I-motion 4p
Polo,34.900,104 Km,2012,Volkswagen Polo 1.6 Vht Total Flex 5p
Polo,64.900,31.000 Km,2019,Volkswagen Polo 1.6 Msi Total
Polo,54.990,39.000 Km,2019,Volkswagen Polo 1.0 (flex)
Polo,29.900,130.800 Km,2010,Volkswagen Polo 1.6 Vht Sportline Total Flex 5p
Polo,23.590,183.000 Km,2008,Volkswagen Polo 1.6 Mi 8v Flex 4p Manual
Polo,25.900,90.000 Km,2011,Volkswagen Polo 1.6 Mi 8v Flex 4p Manual
Polo,63.790,52.000 Km,2018,Volkswagen Polo Polo Comfort. 200 Tsi 1.0 Flex 12v Aut.
Polo,73.500,14.800 Km,2019,Volkswagen Polo 1.0 200 Tsi Comfortline Aut.
Polo,28.000,80.000 Km,2012,Volkswagen Polo 1.6 Vht Total Flex I-motion 5p
Polo,76.990,40.000 Km,2019,Volkswagen Polo Polo 200 Tsi Highline (aut) (flex)
Polo,28.955,110.117 Km,2009,Volkswagen Polo Sedan 2.0 Mi Comfortline 8v
Polo,89.990,19.104 Km,2018,Volkswagen Polo 1.0 200 Tsi Comfortline
Polo,69.900,120.000 Km,2008,Volkswagen Polo Sedan 1.6 Mi Comfortline 8v
Polo,23.990,41.500 Km,2018,Volkswagen Polo 1.0 5p
Polo,52.990,52.900 Km,2019,Volkswagen Polo Polo Highline 200
Polo,71.890,38.000 Km,2018,Volkswagen Polo 1.6 16v Msi 5p
Polo,52.999,21.839 Km,2019,Volkswagen Polo Polo 1.6 Msi Flex 16v 5p
Polo,61.900,0 Km,2020,Volkswagen Polo 1.0 Tsi Comfortline 200 Aut. 5p
Polo,81.990,0 Km,2021,Volkswagen Polo 1.0 Mpi Total
Polo,64.990,48.000 Km,2020,Volkswagen Polo 1.6 Msi Total Flex Manual
Polo,62.900,42.580 Km,2020,Volkswagen Polo Polo 1.0 Flex 12v 5p
Polo,51.900,45.000 Km,2019,Volkswagen Polo Polo Comfort. 200 Tsi 1.0 Flex 12v Aut.
Polo,65.900,100.000 Km,2014,Volkswagen Polo 1.6 Vht Total Flex 5p
Polo,34.900,186.360 Km,2006,Volkswagen Polo 1.6 Total Flex 5p
Polo,19.900,124.480 Km,2013,Volkswagen Polo 1.6 Mi Sportline 8v Flex 4p Manual
Polo,34.990,124.480 Km,2013,Volkswagen Polo 1.6 Mi 8v Flex 4p Manual
Polo,34.990,10.000 Km,2020,Volkswagen Polo 1.0 200 Tsi Highline
Polo,84.900,200 Km,2003,Volkswagen Polo 1.6 5p
Polo,15.990,132.109 Km,2012,Volkswagen Polo 1.6 Vht Sportline Total Flex I-motion 5p
Polo,30.990,2.800 Km,2021,Volkswagen Polo 1.0 Tsi Highline 200 Aut. 5p
Polo,90.900,40.500 Km,2020,Volkswagen Polo Volkswagen Polo 1.6 Msi (aut) (flex)
Polo,69.990,83.000 Km,2018,Volkswagen Polo Polo 200 Tsi Highline (aut) (flex)
Polo,66.990,9.950 Km,2021,Volkswagen Polo 1.0 200 Tsi Comfortline Automático
Polo,76.890,65.000 Km,2014,Volkswagen Polo 1.6 Mi 8v
Polo,34.987,36.000 Km,2019,Volkswagen Polo 1.0 Flex 12v 5p
Polo,51.900,66.000 Km,2018,Volkswagen Polo 1.0 Tsi Comfortline 200 Aut. 5p
Polo,74.000,28.000 Km,2019,Volkswagen Polo 1.6 Msi Flex Automático
Polo,66.900,32.882 Km,2019,Volkswagen Polo 1.0 200 Tsi Comfortline
Polo,70.890,31 Km,2021,Volkswagen Polo Polo 1.6 Msi Flex 16v 5p
Polo,69.900,0 Km,2021,Volkswagen Polo 1.4 250 Tsi Gts
Polo,113.990,47.000 Km,2018,Volkswagen Polo Polo 1.0 Flex 12v 5p
Polo,51.890,0 Km,2018,Volkswagen Polo 1.0 Mpi Total Flex Manual
Polo,43.890,1.511 Km,2020,Volkswagen Polo 1.4 250 Tsi Gts
Polo,104.890,29.000 Km,2020,Volkswagen Polo 1.6 Msi Total Flex Manual
Polo,62.900,38.000 Km,2019,Volkswagen Polo 1.0 200 Tsi Highline
Polo,80.900,35.000 Km,2018,Volkswagen Polo 1.0 200 Tsi Highline Automático
Polo,69.900,156.000 Km,2012,Volkswagen Polo 2.0 Mi Sportline 8v Flex 4p Manual
Polo,29.900,145.206 Km,2013,Volkswagen Polo Sedan 1.6 Mi 8v Flex 4p Automatizado
Polo,32.900,53.253 Km,2019,Volkswagen Polo 1.0 200 Tsi Comfortline
Polo,69.790,29.840 Km,2018,Volkswagen Polo 1.0 200 Tsi Comfortline Automatico
Polo,68.900,0 Km,2019,Volkswagen Polo 1.0 200 Tsi Highline Automático
Polo,74.900,37.000 Km,2018,Volkswagen Polo 1.0 200 Tsi Comfortline Automático
Polo,66.900,0 Km,2012,Volkswagen Polo 1.6 Mi 8v Flex 4p Manual
Polo,22.900,66.914 Km,2020,Volkswagen Polo 1.0 200 Tsi Comfortline Automático
Polo,71.990,155.000 Km,2008,Volkswagen Polo Sedan 1.6 8v
Polo,25.790,35.000 Km,2009,Volkswagen Polo Sedan 1.6 Mi 8v Flex 4p Manual
Polo,24.800,38.956 Km,2020,Volkswagen Polo 1.6 Msi Total Flex Manual
Polo,62.990,54.000 Km,2018,Volkswagen Polo 1.0 200 Tsi Comfortline
Polo,63.888,53.200 Km,2019,Volkswagen Polo 1.0 200 Tsi Comfortline
Polo-Sedan,15.990,150.000 Km,2003,Volkswagen Polo Sedan 1.6 4p
Polo-Sedan,34.990,82.300 Km,2013,Volkswagen Polo Sedan 1.6 Vht Total Flex I-motion 4p
Polo-Sedan,25.990,125.364 Km,2010,Volkswagen Polo Sedan 1.6 Vht Total Flex I-motion 4p
Polo-Sedan,3.990,0 Km,1999,Volkswagen Polo 1.8 Mi Classic Sedan 8v Gasolina 4p Manual
Polo-Sedan,17.500,175 Km,2004,Volkswagen Polo Sedan Comfortline 1.6 Mi 8v
Polo-Sedan,27.500,78.000 Km,2009,Volkswagen Polo Sedan 1.6 Vht Total Flex 4p
Polo-Sedan,39.900,54.000 Km,2014,Volkswagen Polo Sedan 1.6 Vht Total Flex I-motion 4p
Polo-Sedan,28.955,110.117 Km,2009,Volkswagen Polo Sedan 2.0 Mi Comfortline 8v
Polo-Sedan,25.790,155.000 Km,2008,Volkswagen Polo Sedan 1.6 8v
Polo-Sedan,24.800,35.000 Km,2009,Volkswagen Polo Sedan 1.6 Mi 8v Flex 4p Manual
Polo-Sedan,24.900,107.000 Km,2008,Volkswagen Polo Sedan 1.6 Total Flex 4p
Polo-Sedan,26.990,139.000 Km,2008,Volkswagen Polo Sedan 1.6 Mi 8v
Polo-Sedan,32.900,170.000 Km,2013,Volkswagen S-10 Polo Sedan 1.6 Mi Total Flex 8v 4p
Polo-Sedan,18.900,200.000 Km,2004,Volkswagen S-10 Polo Sedan 1.6 8v
Polo-Sedan,22.900,207.881 Km,2008,Volkswagen Polo Sedan 1.6 Mi Comfortline 8v Flex 4p Manual
Polo-Sedan,33.990,99.000 Km,2013,Volkswagen Polo Sedan 1.6 Mi 8v Total Flex
Polo-Sedan,20.900,153.300 Km,2006,Volkswagen Polo Sedan Polo Sedan 1.6 Mi Total Flex 8v 4p
Polo-Sedan,21.520,0 Km,2011,Volkswagen Polo Sedan 1.6 Mi 8v Flex 4p Automatizado
Polo-Sedan,16.500,150.000 Km,2006,Volkswagen Polo Sedan 1.6 Total Flex 4p
Polo-Sedan,38.890,80.000 Km,2014,Volkswagen Polo Sedan 1.6 Vht Comfortline Total Flex I-motion 4p
Polo-Sedan,30.000,"83,05 Km",2011,Volkswagen Polo Sedan Polo Sedan 1.6 Mi Total Flex 8v 4p
Polo-Sedan,35.900,0 Km,2013,Volkswagen Polo Sedan 1.6 Mi Comfortline 8v
Polo-Sedan,34.700,118.134 Km,2014,Volkswagen Polo Sedan Polo Sedan 1.6 Mi 8v Flex 4p Manual
Polo-Sedan,35.900,104.000 Km,2013,Volkswagen Polo Sedan 1.6 Vht Comfortline Total Flex I-motion 4p
Polo-Sedan,31.000,136.000 Km,2012,Volkswagen Polo Sedan 1.6 Vht Comfortline Total Flex 4p
Polo-Sedan,21.900,198.900 Km,2008,Volkswagen Polo Sedan 1.6 Comfortline Total Flex 4p
Polo-Sedan,27.899,94.000 Km,2010,Volkswagen Polo Sedan Polo Sedan 1.6 Mi 8v Total Flex
Polo-Sedan,25.900,161.000 Km,2011,Volkswagen Polo Sedan 1.6 Vht Total Flex 4p
Polo-Sedan,26.900,160.000 Km,2011,Volkswagen Polo 1.6 Vht Total Flex 5p
Polo-Sedan,30.000,196.000 Km,2012,Volkswagen Polo Sedan 2.0 Comfortline Total Flex 4p
Polo-Sedan,17.900,180.000 Km,2004,Volkswagen Polo Sedan 1.6 Comfortline 4p
Polo-Sedan,27.800,125 Km,2011,Volkswagen Polo Sedan 1.6 Vht Comfortline Total Flex I-motion 4p
Polo-Sedan,32.800,87.000 Km,2012,Volkswagen Polo Sedan 1.6 Vht Comfortline Total Flex I-motion 4p
Polo-Sedan,17.899,227.433 Km,2005,Volkswagen Polo Sedan 1.6 Mi 8v Flex 4p Manual
Polo-Sedan,33.900,130.000 Km,2012,Volkswagen Polo Sedan 1.6 Mi Tot. Flex 8v
Polo-Sedan,32.900,93.750 Km,2011,Volkswagen Polo Sedan 1.6 Mi Comfortline 8v Flex 4p Automatizado
Polo-Sedan,34.900,93.189 Km,2014,Volkswagen Polo Sedan Volkswagen Polo Sedan 1.6 I-motion
Polo-Sedan,23.990,120.000 Km,2008,Volkswagen Polo Sedan 1.6 Mi Comfortline 8v
Polo-Sedan,26.799,154.000 Km,2012,Volkswagen S-10 Polo Sedan 1.6 Mi Total Flex 8v 4p
Polo-Sedan,33.990,63.945 Km,2013,Volkswagen Polo Sedan 1.6 Mi 8v Flex 4p Manual
Polo-Sedan,31.900,99.999 Km,2011,Volkswagen Polo Sedan Polo Sedan 2.0 Comfor
Polo-Sedan,17.500,142.000 Km,2005,Volkswagen Polo Sedan 1.6 Comfortline Total Flex 4p
Polo-Sedan,31.800,139.766 Km,2013,Volkswagen Polo Sedan 1.6 Mi 8v Flex 4p Manual
Polo-Sedan,25.900,159.900 Km,2008,Volkswagen Polo Sedan Polo Sedan 2.0 Comfor
Polo-Sedan,75.900,9.756 Km,2020,Volkswagen Polo Sedan Polo Sense 200 Tsi 1.0 Flex 12v Aut
Polo-Sedan,18.990,181.000 Km,2005,Volkswagen Polo Sedan 1.6 Mi 101cv 8v 4p
Polo-Sedan,32.900,205.000 Km,2013,Volkswagen Polo Sedan 1.6 Mi 8v Flex 4p Manual
Polo-Sedan,24.900,1 Km,2010,Volkswagen Polo Sedan Polo Sedan 1.6
Polo-Sedan,39.900,183.050 Km,2012,Volkswagen Polo Sedan 1.6 Mi Comfortline 8v Flex 4p Automatizado
Polo-Sedan,29.950,118.000 Km,2013,Volkswagen Polo Sedan Volkswagen Polo Sedan 1.6 8v (flex)
Polo-Sedan,31.990,145.206 Km,2013,Volkswagen Polo Sedan 1.6 Mi 8v Flex 4p Automatizado
Polo-Sedan,32.900,193.000 Km,2004,Volkswagen Polo Sedan 1.6
Polo-Sedan,18.990,107.847 Km,2014,Volkswagen Polo Sedan 1.6 Mi 8v
Polo-Sedan,37.490,78.000 Km,2009,Volkswagen Polo Sedan 1.6 Vht Total Flex 4p
